,word,sentid,sentpos,wlen,surp,entropy,entred,RT
8159,events,29,10,6,11.130447387695312,5.934117794036865,0.0,324.814285714286
8160,occurred,29,11,8,7.739776611328125,6.188045978546143,0.0,329.902777777778
8161,explained,29,12,9,22.825822830200195,3.9139833450317374,2.2740626335144043,326.94444444444395
8162,the,29,13,3,6.607100009918213,3.7116363048553462,0.2023470401763916,325.78873239436587
8163,discrepancy,29,14,11,14.065704345703125,10.599498748779297,0.0,345.97222222222206
8164,with,29,15,4,7.920278549194336,3.294055938720703,7.305442810058594,315.2535211267609
8165,the,29,16,3,1.8176281452178955,6.907458782196045,0.0,306.506849315069
8166,years,29,17,5,12.265311241149902,10.524266242980957,0.0,365.471428571429
8167,in,29,18,2,6.437046527862549,5.061828136444092,5.462438106536865,353.8888888888891
8168,question.,58,39,9,12.992985486984253,11.982792377471924,1.397193431854248,376.8450704225352
8169,In,30,0,2,4.3122406005859375,6.402242660522461,0.0,326.58333333333303
8170,January,30,1,7,7.021763801574707,7.041867256164551,0.0,357.59722222222206
8171,nineteen,30,2,8,21.92064476013184,6.3879637718200675,0.6539034843444824,474.59154929577505
8172,"ninety-seven,",60,7,6,10.628252863883972,8.724378824234009,4.472869157791138,434.72222222222206
8173,Karl,30,5,4,14.067261695861815,6.669722557067871,0.13956165313720706,444.338235294118
8174,"Pflock,",60,13,6,4.435345888137817,13.14368200302124,1.3749241828918457,401.75
8175,one,30,8,3,6.021181106567383,6.145884037017822,1.7029995918273926,347.380281690141
8176,of,30,9,2,0.13455918431282046,1.1794935464859009,4.9663904905319205,300.78873239436587
8177,the,30,10,3,0.2381326705217361,1.6957288980484009,0.0,299.527777777778
8178,more,30,11,4,8.077083587646483,7.630233764648437,0.0,330.98571428571404
8179,prominent,30,12,9,5.718039512634277,8.723369598388674,0.0,365.916666666667
8180,pro-UFO,30,13,5,3.1649622917175293,9.583415031433104,0.0,446.367647058824
8181,"researchers,",60,29,12,14.858280420303345,13.603959083557129,3.2208404541015625,419.1142857142861
8182,"said,",60,33,5,8.320270538330078,11.779433727264404,4.302229404449463,352.64788732394385
8183,'Based,30,18,5,12.754168510437012,0.369398444890976,3.3692037165164948,351.9857142857141
8184,on,30,19,2,7.175117492675781,6.799113750457764,0.0,308.26760563380293
8185,my,30,20,2,11.572488784790039,5.083470344543457,1.7156434059143066,308.9154929577459
8186,research,30,21,8,10.75017547607422,9.16130828857422,0.0,323.81690140845114
8187,and,30,22,3,4.0172410011291495,5.873293399810791,3.288014888763428,337.72857142857106
8188,that,30,23,4,5.519732475280762,9.691864013671877,0.0,322.67142857142903
8189,of,30,24,2,4.392618656158446,6.016510486602782,3.675353527069092,316.12676056337995
8190,"others,",60,51,7,12.032616376876831,12.083015441894531,0.4743566513061523,327.1428571428571
8191,I'm,60,55,3,15.696688652038574,14.804774284362793,0.780491828918457,307.028169014084
8192,as,30,29,2,9.826038360595703,7.989237308502197,0.0,327.40845070422495
8193,certain,30,30,7,12.546148300170898,7.17507266998291,0.8141646385192871,307.3239436619721
8194,as,30,31,2,1.4149616956710815,5.587831020355225,1.5872416496276855,307.29577464788684
8195,it's,60,65,4,10.964327812194824,13.515618801116943,2.0893187522888184,333.16901408450695
8196,possible,30,34,8,9.216076850891113,7.729545593261719,0.0,319.39436619718293
8197,to,30,35,2,2.4926559925079346,4.966427803039551,2.763117790222168,306.9014084507039
8198,be,30,36,2,2.3285515308380127,7.351101875305176,0.0,328.33802816901414
8199,without,30,37,7,10.677258491516113,8.707778930664062,0.0,356.3857142857139
8200,absolute,30,38,8,11.602375030517578,8.345847129821777,0.3619318008422852,331.185714285714
8201,"proof,",60,79,6,16.373653888702393,14.115972995758057,4.888293743133545,351.5142857142859
8202,that,30,41,4,6.7951927185058585,7.038564682006836,0.0,308.985915492958
8203,no,30,42,2,9.281315803527832,7.732922554016112,0.0,325.05555555555605
8204,flying,30,43,6,14.017475128173828,9.057302474975586,0.0,321.79166666666697
8205,saucer,30,44,5,5.304035663604736,8.547886848449707,0.5094156265258789,316.8857142857139
8206,or,30,45,2,6.9325103759765625,7.768324375152588,0.7795624732971191,322.507042253521
8207,saucers,30,46,5,2.8197145462036133,10.154991149902344,0.0,334.6760563380279
8208,crashed,30,47,7,14.54771614074707,7.916056632995605,2.2389345169067383,327.70422535211316
8209,in,30,48,2,4.293729782104491,6.41258430480957,1.5034723281860352,305.73239436619707
8210,the,30,49,3,1.664947509765625,6.67294454574585,0.0,337.21126760563413
8211,general,30,50,7,9.473257064819336,9.780409812927246,0.0,316.742857142857
8212,vicinity,30,51,8,11.97236442565918,9.234265327453613,0.5461444854736328,320.72857142857106
8213,of,30,52,2,1.280555248260498,2.509369373321533,6.72489595413208,310.49275362318804
8214,Roswell,30,53,5,4.50222110748291,4.380282402038573,0.0,334.90000000000015
8215,or,30,54,2,6.5953941345214835,4.9547390937805185,0.0,296.492957746479
8216,on,30,55,2,7.89354944229126,7.4464898109436035,0.0,316.314285714286
8217,the,30,56,3,1.680113673210144,6.59125280380249,0.8552370071411133,296.35211267605615
8218,Plains,30,57,6,16.95741844177246,9.336812019348145,0.0,332.028571428571
8219,of,30,58,2,2.8920063972473145,4.176585674285889,5.160226345062256,318.7464788732391
8220,San,30,59,3,9.450693130493164,7.0735530853271475,0.0,338.214285714286
8221,Agustin,30,60,7,23.63578224182129,5.3076372146606445,1.7659158706665041,394.4366197183101
8222,in,30,61,2,4.479823112487793,2.433121919631958,2.8745152950286865,360.37142857142913
8223,nineteen,30,62,8,20.63913345336914,7.988766193389893,0.0,378.76470588235304
8224,forty-seven.',90,192,7,16.553129196166992,9.677938580513,7.280364394187927,388.619718309859
8225,He,31,0,2,8.081603050231934,6.40224552154541,0.0,340.0563380281688
8226,then,31,1,4,7.81505823135376,7.086451530456543,0.0,309.82857142857097
8227,"added,",62,5,6,12.711428642272947,15.258671760559082,2.644534111022949,326.1142857142861
8228,'The,31,4,5,7.594998836517334,4.2438368797302255,2.063231945037842,356.14084507042287
8229,debris,31,5,6,17.357030868530273,6.909379005432129,0.0,312.14705882352894
8230,found,31,6,5,12.646746635437012,3.8563966751098633,3.0529823303222656,324.39436619718293
8231,was,31,7,3,9.913125991821287,5.642515659332275,0.0,305.44285714285706
8232,the,31,8,3,5.290363788604736,9.198831558227539,0.0,309.85915492957713
8233,remains,31,9,7,10.975064277648926,8.89017105102539,0.30866050720214844,299.285714285714
8234,of,31,10,2,0.4082978665828705,2.614323377609253,6.275847673416138,292.78873239436587
8235,something,31,11,9,13.90200138092041,7.052780151367188,0.0,316.20000000000005
8236,very,31,12,4,11.247679710388184,5.8828468322753915,1.1699333190917969,310.9436619718312
8237,"earthly,",62,27,8,22.17264628410339,12.396277189254759,4.560059785842896,355.7
8238,all,31,15,3,9.718995094299316,6.204019546508789,0.0,348.2394366197181
8239,but,31,16,3,8.044000625610353,5.59285306930542,0.6111664772033691,356.171428571429
8240,certainly,31,17,9,12.796034812927244,8.708835601806639,0.0,345.35211267605615
8241,something,31,18,9,11.46128749847412,9.48664379119873,0.0,352.26760563380304
8242,from,31,19,4,7.543159008026122,6.59841251373291,2.8882312774658203,315.27142857142894
8243,the,31,20,3,1.3814347982406616,6.466110229492188,0.13230228424072266,291.4225352112678
8244,Top,31,21,3,18.274169921875,10.951435089111328,0.0,319.4647887323941
8245,Secret,31,22,6,17.758197784423828,7.970454692840576,2.980980396270752,316.87142857142913
8246,Project,31,23,7,11.788896560668945,7.611412048339844,0.3590426445007324,343.0144927536231
8247,Mogul.',93,75,7,23.362889289855957,8.857801929116249,8.32107113301754,407.771428571429
8248,Although,32,0,8,9.363842010498047,6.40224552154541,0.0,371.7391304347831
8249,most,32,1,4,7.699531078338622,6.347312927246094,0.054932594299316406,327.91428571428605
8250,now,32,2,3,12.99054718017578,4.457923889160156,1.8893890380859373,335.82608695652186
8251,agree,32,3,5,13.696237564086914,8.473326683044434,0.0,322.528571428571
8252,with,32,4,4,3.8764629364013667,4.413682460784912,4.0596442222595215,300.29999999999995
8253,this,32,5,4,5.641787528991699,5.4183387756347665,0.0,320.3188405797101
8254,"conclusion,",64,13,11,11.155123829841614,11.727403163909912,6.270327091217041,342.842857142857
8255,each,32,8,4,10.48583698272705,5.78957462310791,0.0,354.6231884057969
8256,"year,",64,19,5,9.385467529296875,15.671448230743408,0.1041245460510254,330.70000000000005
8257,during,32,11,6,8.85234260559082,6.802677631378174,0.9809842109680176,327.1014492753619
8258,July,32,12,4,10.70785140991211,3.173089027404785,3.6295886039733887,326.40000000000015
8259,Fourth,32,13,6,18.616436004638672,7.497418403625487,0.0,370.176470588235
8260,"weekend,",64,29,8,16.27026677131653,9.99237871170044,3.00039291381836,376.828571428571
8261,the,32,16,3,1.7905499935150146,6.659377574920653,0.0,312.67142857142903
8262,City,32,17,4,12.219441413879395,10.473267555236816,0.0,314.257142857143
8263,of,32,18,2,0.5602946877479553,3.631305694580078,6.841961860656737,329.44927536231904
8264,Roswell,32,19,5,3.801100015640259,8.283714294433594,0.0,314.7971014492751
8265,hosts,32,20,5,15.805720329284668,7.395262241363525,0.8884520530700684,352.94285714285706
8266,the,32,21,3,1.955943465232849,7.106048583984375,0.2892136573791504,323.76811594202894
8267,Roswell,32,22,5,2.7493133544921875,10.253049850463867,0.0,302.542857142857
8268,UFO,32,23,3,19.622493743896484,7.710075855255128,2.54297399520874,322.264705882353
8269,Festival,32,24,8,9.943140029907227,9.28164768218994,0.0,339.3098591549301
8270,celebrating,32,25,11,16.20113754272461,4.684349060058594,4.597298622131348,345.45070422535224
8271,all,32,26,3,7.774262428283691,3.0331485271453857,1.651200532913208,315.69444444444395
8272,things,32,27,6,11.347694396972654,6.238150596618652,0.0,333.4861111111109
8273,"UFO,",64,57,4,24.301187276840214,9.553879737854004,2.1963768005371094,347.561643835616
8274,featuring,32,30,9,13.125688552856445,6.401243686676025,0.0,339.01369863013696
8275,prominent,32,31,9,12.36807632446289,6.576009273529053,0.0,407.15714285714307
8276,UFOlogists,32,32,5,2.1059923171997066,9.14908218383789,0.0,403.72602739726005
8277,and,32,33,3,3.67868971824646,8.155686378479004,0.9933958053588868,476.3611111111109
8278,discussions.,64,69,12,18.065306186676025,14.621212482452393,4.488307476043701,871.6176470588242
8279,Tulip,0,0,5,3.2959001064300537,6.40224552154541,0.0,495.51807228915715
8280,mania,0,1,5,2.0247159004211426,6.708849906921388,0.0,463.92771084337403
8281,was,0,2,3,6.890461444854736,5.5694193840026855,1.1394305229187012,346.642857142857
8282,a,0,3,1,2.803072214126587,7.271130084991455,0.0,343.36144578313304
8283,period,0,4,6,10.765974044799805,9.787460327148438,0.0,350.9166666666671
8284,in,0,5,2,6.453014373779298,1.3806155920028689,8.406844735145569,322.0714285714289
8285,the,0,6,3,1.8632049560546875,6.7715721130371085,0.0,358.90000000000003
8286,Dutch,0,7,5,9.43360996246338,9.05742359161377,0.0,387.72619047619
8287,Golden,0,8,6,15.40789794921875,8.152163505554201,0.9052600860595704,391.072289156626
8288,Age,0,9,3,6.51306676864624,9.05198860168457,0.0,431.8148148148149
8289,during,0,10,6,7.443177700042725,5.183321952819824,3.868666648864746,407.1566265060241
8290,which,0,11,5,6.717550277709961,3.0600295066833496,2.1232924461364746,425.5061728395059
8291,contract,0,12,8,18.88376235961914,5.580950736999512,0.0,449.524390243902
8292,prices,0,13,6,16.056655883789062,5.756809711456299,0.0,448.109756097561
8293,for,0,14,3,7.518261432647705,5.0828704833984375,0.6739392280578613,384.32499999999993
8294,bulbs,0,15,5,19.56791114807129,6.905056476593018,0.0,366.890243902439
8295,of,0,16,2,11.496777534484865,4.660860061645508,2.2441964149475098,329.37037037037
8296,the,0,17,3,1.7291659116744995,7.986289024353027,0.0,383.76543209876496
8297,recently,0,18,8,12.763916969299315,10.297536849975586,0.0,406.97435897435895
8298,introduced,0,19,10,6.0077571868896475,8.429474830627441,1.8680620193481443,406.78749999999997
8299,tulip,0,20,5,3.4080259799957275,10.85227870941162,0.0,397.40000000000003
8300,reached,0,21,7,14.266489028930664,7.857368469238281,2.99491024017334,408.708860759494
8301,extraordinarily,0,22,15,18.97287368774414,7.65386152267456,0.2035069465637207,388.65000000000003
8302,high,0,23,4,5.540389537811278,9.73455810546875,0.0,381.3717948717951
8303,levels,0,24,6,5.165999889373778,8.45999813079834,1.2745599746704102,373.179487179487
8304,and,0,25,3,4.9820332527160645,3.3041799068450928,5.155818223953247,376.58750000000003
8305,then,0,26,4,8.227624893188478,9.60938549041748,0.0,343.875
8306,suddenly,0,27,8,16.975337982177734,9.745254516601562,0.0,413.81012658227786
8307,collapsed.,0,57,10,9.717103362083435,13.291408061981201,5.809805393218994,417.525
8308,At,1,0,2,8.589905738830566,6.40224552154541,0.0,346.27848101265806
8309,the,1,1,3,0.7676672339439392,4.195176124572754,2.207069396972656,354.79012345678996
8310,peak,1,2,4,9.82392120361328,5.740443229675293,0.0,342.292682926829
8311,of,1,3,2,0.24397192895412445,1.6310077905654907,4.109435439109801,316.125
8312,tulip,1,4,5,4.598136425018311,4.64561128616333,0.0,340.5
8313,mania,1,5,5,3.795441150665283,5.89852237701416,0.0,364.40000000000003
8314,in,1,6,2,3.3733942508697514,4.29636812210083,1.60215425491333,375.5454545454551
8315,February,1,7,8,7.811962604522705,8.043916702270508,0.0,465.5569620253159
8316,sixteen,1,8,7,21.87966537475586,6.883392333984375,1.1605243682861328,862.1111111111111
8317,"thirty-seven,",2,19,6,12.174325227737427,6.412863492965698,5.8676626682281485,800.1728395061729
8318,tulip,1,11,5,4.458317279815674,6.635574817657472,0.0,584.2207792207789
8319,contracts,1,12,9,16.168516159057614,7.50560188293457,0.0,466.2875
8320,sold,1,13,4,11.84011936187744,4.76468563079834,2.7409162521362305,366.5316455696201
8321,for,1,14,3,4.259692192077637,6.532578468322754,0.0,393.4430379746841
8322,more,1,15,4,7.028080463409424,7.371063232421875,0.0,364.7777777777779
8323,than,1,16,4,0.04850466549396515,0.5261162519454956,6.844946980476379,383.61250000000007
8324,ten,1,17,3,5.7263946533203125,6.381747722625732,0.0,381.33750000000003
8325,times,1,18,5,6.80748462677002,4.551576137542725,1.830171585083008,371.65000000000003
8326,the,1,19,3,6.824597835540772,4.690067768096924,0.0,374.9240506329111
8327,annual,1,20,6,9.489803314208984,7.0248637199401855,0.0,346.4358974358971
8328,income,1,21,6,8.275361061096191,10.10800075531006,0.0,348.39240506329105
8329,of,1,22,2,2.0885465145111084,4.473465442657472,5.634535312652588,370.467532467532
8330,a,1,23,1,5.946308612823486,7.4218316078186035,0.0,362.430379746835
8331,skilled,1,24,7,20.271135330200195,8.638168334960938,0.0,429.89473684210515
8332,craftsman.,2,51,10,17.518235921859745,14.906904697418213,6.585771083831787,439.20512820512795
8333,It,2,0,2,7.448396682739258,6.40224552154541,0.0,359.30000000000007
8334,is,2,1,2,1.5563743114471436,3.4118902683258057,2.9903552532196045,368.6875
8335,generally,2,2,9,7.192330837249756,7.2167301177978525,0.0,410.875
8336,considered,2,3,10,5.012928485870361,8.217564582824707,0.0,358.3417721518991
8337,the,2,4,3,3.0322399139404297,6.058584690093994,2.1589798927307133,349.13749999999993
8338,first,2,5,5,3.951594352722168,7.5168209075927725,0.0,378.0379746835439
8339,recorded,2,6,8,7.764433860778809,8.302627563476562,0.0,413.94999999999993
8340,economic,2,7,8,13.379524230957033,10.052531242370604,0.0,408.2405063291141
8341,bubble.,4,17,7,20.21412491798401,13.953967571258545,5.20071268081665,472.1948051948049
8342,The,3,0,3,2.774135112762451,6.40224552154541,0.0,467.8375
8343,"tulip,",6,3,6,6.441257953643799,17.041011333465576,2.856186389923096,465.25641025640977
8344,introduced,3,3,10,12.377842903137207,7.771089553833008,0.0,372.98750000000007
8345,to,3,4,2,3.275908946990967,3.779008150100708,3.9920814037323,351.40000000000003
8346,Europe,3,5,6,9.115068435668944,6.591170310974121,0.0,358.60759493670895
8347,in,3,6,2,2.971161365509033,3.9270215034484863,2.6641488075256348,337.1875
8348,the,3,7,3,2.3440163135528564,7.901148319244385,0.0,359.4375
8349,mid,3,8,3,4.123310089111328,7.5089111328125,0.3922371864318848,388.12658227848095
8350,sixteenth,3,9,9,17.452255249023438,0.15880657732486725,7.350104555487633,455.3116883116881
8351,century,3,10,7,0.4237377345561981,2.0461058616638184,0.0,410.37974683544286
8352,from,3,11,4,9.798050880432127,3.000108003616333,0.0,406.13749999999993
8353,the,3,12,3,1.65205979347229,7.582737922668457,0.0,415.91139240506294
8354,Ottoman,3,13,7,15.242177963256836,9.372113227844238,0.0,423.94871794871796
8355,"Empire,",6,29,7,4.009684681892395,11.76518726348877,4.9400434494018555,414.784810126582
8356,became,3,16,6,5.816465854644775,6.923259258270264,0.0,404.03749999999997
8357,very,3,17,4,8.400486946105957,5.117769718170166,1.8054895401000977,363.78749999999997
8358,popular,3,18,7,2.8691823482513428,7.552977561950684,0.0,374.6538461538461
8359,in,3,19,2,1.9831002950668333,4.0522098541259775,3.500767707824707,324.79746835442995
8360,the,3,20,3,0.9585349559783936,5.480538845062256,0.0,327.16249999999997
8361,United,3,21,6,3.125615358352661,8.303529739379883,0.0,394.08750000000003
8362,"Provinces,",6,45,6,21.01551055908203,5.961164474487305,7.76578950881958,536.2051282051278
8363,which,3,24,5,3.68226957321167,6.310074329376222,0.0,359.55000000000007
8364,we,3,25,2,12.883977890014648,7.085165977478027,0.0,331.17500000000007
8365,now,3,26,3,7.625395774841309,7.4189605712890625,0.0,337.8125
8366,know,3,27,4,12.552279472351074,8.045510292053223,0.0,338.6202531645571
8367,as,3,28,2,6.574328422546388,5.7896485328674325,2.255861759185791,331.98750000000007
8368,the,3,29,3,2.8363034725189213,7.067248344421388,0.0,399.45569620253184
8369,Netherlands.,6,61,12,16.200536251068115,17.353554725646973,2.558840751647949,520.3552631578949
8370,Tulip,4,0,5,3.295902967453003,6.402242660522461,0.0,527.0874999999999
8371,cultivation,4,1,11,18.83736801147461,6.70884895324707,0.0,418.86250000000007
8372,in,4,2,2,5.529879093170166,4.6014790534973145,2.107369899749756,348.41975308641986
8373,the,4,3,3,1.1399188041687012,5.993142604827881,0.0,341.36250000000007
8374,United,4,4,6,5.330642223358153,9.931836128234863,0.0,390.92500000000007
8375,Provinces,4,5,5,15.628703117370605,0.5253468751907349,9.406489253044127,373.5
8376,is,4,6,2,7.9890384674072275,7.0429301261901855,0.0,364.61250000000007
8377,generally,4,7,9,8.072591781616211,7.438689231872559,0.0,371.28749999999997
8378,thought,4,8,7,9.64975643157959,9.259414672851562,0.0,342.34999999999997
8379,to,4,9,2,0.3034089803695679,1.7167545557022097,7.542660117149353,328.875
8380,have,4,10,4,1.611227035522461,1.9869017601013184,0.0,336.05128205128193
8381,started,4,11,7,10.778898239135742,4.3951358795166025,0.0,347.375
8382,in,4,12,2,2.384819984436035,6.5170860290527335,0.0,405.32499999999993
8383,earnest,4,13,7,17.794660568237305,7.809205055236816,0.0,393.36250000000007
8384,around,4,14,6,11.731627464294435,2.9578931331634517,4.851311922073363,384.71794871794907
8385,fifteen,4,15,7,13.353049278259276,5.740768432617188,0.0,639.7179487179488
8386,"ninety-three,",8,33,6,13.3944673538208,8.870641469955444,2.6868789196014404,526.2658227848098
8387,after,4,18,5,8.329903602600098,7.105405330657959,0.0,438.82499999999993
8388,the,4,19,3,1.6995326280593872,6.495230197906494,0.6101751327514648,398.0
8389,Flemish,4,20,7,14.89874267578125,9.768027305603027,0.0,455.949367088608
8390,botanist,4,21,8,11.665060043334961,10.486313819885254,0.0,451.3246753246751
8391,Charles,4,22,7,5.797015190124513,7.726649284362793,2.759664535522461,406.456790123457
8392,de,4,23,2,9.834057807922363,6.944748878479004,0.7819004058837891,502.1578947368419
8393,l'Ecluse,4,24,5,0.6657696366310121,4.638469219207764,2.30627965927124,467.4177215189868
8394,had,4,25,3,6.8243513107299805,7.181952953338622,0.0,380.21250000000003
8395,taken,4,26,5,7.826716899871826,8.099541664123535,0.0,341.06329113924113
8396,up,4,27,2,5.172895431518555,5.997377395629883,2.1021642684936523,332.30000000000007
8397,a,4,28,1,2.1714847087860107,5.8047637939453125,0.1926136016845703,380.72499999999997
8398,post,4,29,4,11.9566068649292,9.591890335083008,0.0,324.67500000000007
8399,at,4,30,2,6.975858688354492,3.956875085830689,5.6350152492523184,311.59493670886104
8400,the,4,31,3,0.7963222861289978,4.423240184783936,0.0,357.11111111111086
8401,University,4,32,10,5.421736717224121,8.849103927612305,0.0,354.13749999999993
8402,of,4,33,2,0.02753365412354469,0.2446334213018417,8.604470506310463,364.0519480519479
8403,Leiden,4,34,5,3.9080622196197514,7.50908088684082,0.0,382.16455696202485
8404,and,4,35,3,3.8493130207061768,4.2581138610839835,3.2509670257568364,391.77500000000003
8405,established,4,36,11,8.942824363708496,8.569676399230957,0.0,337.15000000000003
8406,a,4,37,1,2.352988243103028,5.465632915496826,3.1040434837341313,363.62025316455714
8407,botanical,4,38,5,3.435540676116944,9.67327117919922,0.0,401.94871794871807
8408,"garden,",8,79,7,16.624693155288696,13.562926769256592,4.412080287933349,432.113924050633
8409,which,4,41,5,3.077011823654175,6.343339443206787,0.0,340.69999999999993
8410,is,4,42,2,4.715871810913086,6.62831449508667,0.0,343.55000000000007
8411,famous,4,43,6,12.31014919281006,8.005874633789062,0.0,347.6875
8412,as,4,44,2,3.725389242172241,3.223310947418213,4.78256368637085,323.6329113924049
8413,one,4,45,3,6.245598316192628,5.700197219848633,0.0,319.97499999999997
8414,of,4,46,2,0.10387205332517624,0.9393312335014344,4.760865986347199,325.83750000000003
8415,the,4,47,3,0.3312069773674011,2.0765929222106934,0.0,306.25316455696196
8416,oldest,4,48,6,5.2017788887023935,6.822695732116699,0.0,325.15000000000003
8417,in,4,49,2,4.776773929595947,9.61015510559082,0.0,325.03749999999997
8418,the,4,50,3,0.8847833275794983,5.1623501777648935,4.447804927825928,348.6153846153851
8419,world.,8,103,6,3.8212070465087895,11.57013249397278,4.929659605026245,395.12658227848095
8420,"There,",10,1,6,14.035583972930908,9.633620738983154,3.170870304107666,364.33750000000003
8421,he,5,2,2,3.2281982898712163,7.156764507293701,0.0,361.75641025641005
8422,planted,5,3,7,14.506771087646484,7.161489009857178,0.0,306.26249999999993
8423,his,5,4,3,5.425019264221191,4.93617582321167,2.2253131866455083,317.53749999999997
8424,collection,5,5,10,11.348626136779785,9.305331230163574,0.0,307.18987341772214
8425,of,5,6,2,1.3388670682907104,4.3841962814331055,4.921134948730469,320.40000000000003
8426,tulip,5,7,5,3.026724100112915,9.243106842041016,0.0,326.44999999999993
8427,bulbs,5,8,5,15.914874076843262,6.480595111846924,2.762511730194092,346.820512820513
8428,that,5,9,4,6.7153639793396,3.4507439136505127,3.029851198196411,321.625
8429,the,5,10,3,6.3605055809021,7.394285202026367,0.0,330.52500000000003
8430,Emperor's,10,23,9,24.358396530151367,15.560186386108398,4.727785110473633,399.58974358974393
8431,ambassador,5,13,10,9.096067428588867,9.706111907958984,0.0,420.3670886075951
8432,sent,5,14,4,10.401472091674805,6.319170475006104,3.3869414329528813,341.07499999999993
8433,to,5,15,2,3.4532670974731445,5.600440502166748,0.7187299728393555,333.77215189873414
8434,him,5,16,3,7.523646831512451,5.822978973388673,0.0,326.9113924050629
8435,from,5,17,4,6.786257743835449,5.0310096740722665,0.7919692993164062,375.23076923076906
8436,"Turkey,",10,37,7,16.03208899497986,10.273224592208862,3.5589888095855717,421.179487179487
8437,which,5,20,5,4.84358024597168,6.853925704956055,0.0,350.98734177215215
8438,were,5,21,4,5.35153341293335,6.2937049865722665,0.5602207183837891,323.42500000000007
8439,able,5,22,4,7.8865394592285165,9.184667587280273,0.0,344.333333333333
8440,to,5,23,2,0.004730186890810728,0.05176189541816712,9.132905691862105,347.86250000000007
8441,tolerate,5,24,8,9.699213027954102,8.886248588562012,0.0,334.683544303797
8442,the,5,25,3,3.348569631576538,8.109600067138674,0.7766485214233398,336.91249999999997
8443,harsher,5,26,5,3.8042604923248287,10.500425338745117,0.0,355.8717948717951
8444,conditions,5,27,10,11.316651344299315,6.906089782714844,3.594335556030273,320.58750000000003
8445,of,5,28,2,2.444185733795166,4.357036590576172,2.549053192138672,311.32499999999993
8446,the,5,29,3,1.3808486461639404,6.803505897521973,0.0,331.25
8447,northern,5,30,8,13.396061897277832,10.90081024169922,0.0,351.0909090909089
8448,climate.,10,63,8,18.83990061283112,10.22306203842163,7.958533763885498,391.66249999999997
8449,It,6,0,2,7.448396682739258,6.40224552154541,0.0,347.1875
8450,was,6,1,3,1.296560764312744,3.4118902683258057,2.9903552532196045,340.833333333333
8451,shortly,6,2,7,15.081114768981935,7.830411434173584,0.0,358.1392405063291
8452,thereafter,6,3,10,3.10879135131836,3.5180792808532715,4.3123321533203125,351.0641025641029
8453,that,6,4,4,5.528596878051758,5.070773124694824,0.0,359.6329113924048
8454,the,6,5,3,1.712930679321289,6.395151615142822,0.0,335.4556962025319
8455,tulips,6,6,5,4.605619430541992,10.191644668579102,0.0,362.3333333333329
8456,began,6,7,5,9.173014640808104,7.7766432762146,2.415001392364502,313.98734177215215
8457,to,6,8,2,1.6205967664718628,5.54773473739624,2.22890853881836,311.85897435897397
8458,grow,6,9,4,6.806353569030763,8.179740905761719,0.0,332.430379746835
8459,in,6,10,2,3.442296028137207,6.1275901794433585,2.05215072631836,381.0632911392411
8460,popularity.,12,23,11,12.812907218933104,10.943318843841553,3.2665553092956543,393.8076923076919
8461,The,7,0,3,2.774135112762451,6.40224552154541,0.0,342.79746835442995
8462,flower,7,1,6,16.20840835571289,9.948598861694336,0.0,334.6202531645571
8463,rapidly,7,2,7,15.326187133789062,8.964035987854004,0.984562873840332,343.949367088608
8464,became,7,3,6,5.905712127685548,8.966084480285645,0.0,321.30379746835393
8465,a,7,4,1,2.069366693496704,6.783133506774902,2.1829509735107417,329.06329113924113
8466,coveted,7,5,5,3.604570627212525,10.226405143737793,0.0,346.26923076923094
8467,luxury,7,6,6,17.265613555908207,7.022305011749268,3.2041001319885254,382.4430379746841
8468,item,7,7,4,12.288446426391602,7.577451705932617,0.0,337.17721518987304
8469,and,7,8,3,4.156996726989746,4.74724817276001,2.8302035331726074,330.5189873417722
8470,a,7,9,1,3.413828134536743,8.187323570251465,0.0,333.0759493670889
8471,status,7,10,6,18.40595817565918,10.14215087890625,0.0,331.59740259740295
8472,"symbol,",14,23,7,20.340874195098877,10.99926233291626,5.854159355163574,326.82278481012696
8473,and,7,13,3,2.94518780708313,6.2874436378479,0.0,314.6923076923081
8474,a,7,14,1,3.2135672569274902,6.64965295791626,0.0,326.60759493670895
8475,profusion,7,15,5,3.695810794830322,9.943702697753906,0.0,353.79746835443
8476,of,7,16,2,3.925623655319214,8.712214469909668,1.2314882278442385,343.5822784810129
8477,varieties,7,17,9,18.034313201904297,5.701719760894775,3.0104947090148926,377.1282051282049
8478,followed.,14,37,9,16.981433868408203,9.183732509613037,4.2134432792663565,401.74358974358995
8479,They,8,0,4,9.370075225830078,6.402242660522461,0.0,322.18987341772214
8480,were,8,1,4,2.5337393283843994,7.423640251159668,0.0,330.40506329113896
8481,classified,8,2,10,10.597749710083008,9.38341999053955,0.0,317.6708860759491
8482,in,8,3,2,3.863286256790161,1.891479253768921,7.49194073677063,340.79746835442995
8483,groups:,16,9,7,20.804638862609863,10.8202223777771,1.1621365547180176,440.4805194805189
8484,one-colored,8,6,5,3.3689255714416504,6.453869819641112,0.0,484.3797468354432
8485,tulips,8,7,5,1.9275113344192505,5.73281717300415,0.7210526466369629,427.97435897435895
8486,of,8,8,2,6.6794071197509775,3.9647297859191895,1.768087387084961,409.6708860759491
8487,"red,",16,19,4,17.700588941574097,12.30470323562622,0.0,425.59493670886104
8488,"yellow,",16,23,7,6.746777415275574,9.421992778778076,2.3512086868286133,383.26582278481015
